TITLE,URL,IMAGE,PRICE,SKU,DESCRIPTION,BRAND,BOX,WIRE,KIT,WARRANTY,INVERTER,FEATURES,TYPE,HOME FEATURES,HORSE POWER,ROOM SIZE,POWER CONSUMPTION,MODEL
Gree GS-18CITH12G - Inverter Split Air Conditioner - 1.5 Ton - Grey,www.daraz.pk/products/gree-gs-18cith12g-inverter-split-air-conditioner-15-ton-grey-i3203622-s12579122.html?search=1,https://static-01.daraz.pk/original/f44c6ed3f4cdd0b0f5b9245c1a7401ac.jpg_340x340q80.jpg_.webp,"Rs. 75,400",GR678HL0Z4ZEMNAFAMZ-2558215,"Superior Cooling
Gree Air Conditioners have the best capability to cool the entire room in a minute. The highly efficient power compressor of Split Air Conditioner having 1.5 Ton - GS-18CITH2G gives the best cooling even on the hottest of days even if it is 52 degrees outside, you will remain cool. It has all the features you need to have to maintain a cool environment throughout. The mechanism and body of this split air conditioner is highly durable, you install it once and it won’t let you down.

Specifications
BTU Capacity: 1.5 Ton(18000BTU)
Compressor W: 5300
Low Voltage Startup: 150V
Eco Friendly Refrigerant: R410A
Energy Efficient Class A+: 60% Electricity saving
Auto Voltage Adaptation: 150V-260V


Cooling
BTU/H Capacity (H/S/L): 19100/17750/5118
Output Capacity (W) (H/S/L): 5600/5200/1500
Power Input (W)(H/S/L): 2100/1520/390


Heating
BTU/H Capacity (H/S/L): 22550/19600/4260
Output Capacity (W) (H/S/L): 6600/5750/1450
Power Input (W)(H/S/L): 2200/1580/390",Gree,"1 x GS-18CITH2G - Inverter Split Air Conditioner - 1.5 Ton - Grey, 1 x Manual Book, 1 x Warranty Card",No,No,3 Years Compressor & 1 Year Parts,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree GREE 24FW - Floor AC - 2 Ton - White,www.daraz.pk/products/gree-gree-24fw-floor-ac-2-ton-white-i15879491-s125858576.html?search=1,https://static-01.daraz.pk/original/cf66de9c1964f20ae9e64cd022edea99.jpg_340x340q80.jpg_.webp,"Rs. 105,000",GR678HL070C6ANAFAMZ-5098960,"No Hot Day!
Even it’s just beginning of May temperature in Pakistan can be harsh. In all such circumstances, get a save from the lethal heat countrywide. Air conditioners are a necessity in today’s time as they save you from the tormenting weather in summers and allow you to lead a comfortable life. After a tiring day at work, relaxing in your room with the air conditioner on is all that you will ask for. If you are looking forward to purchase an air conditioner and are confused between which product to go for, choose 24FW - Floor AC to make your life easier.

Cools Faster, Farther, and Wider
Designed to be outstandingly efficient. Its unique design has a wider inlet, so more air can be drawn in. The improved width and angle of its outlet, extra blades and a bigger fan also ensure that air is cooled and expelled faster, farther and wider. So refreshingly cool air reaches every corner of your room.",Gree,"AIR CONDETIONER, AC KIT, REMOTE, BOOKLET,INVOICE, RETURN POLICEY",N/A,N/A,ONE YEAR PARS THREE YEARS COMPRESSOR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 1 Ton Cool Only R-22 Air Conditioner,www.daraz.pk/products/gree-1-ton-cool-only-r-22-air-conditioner-i1556688-s9387453.html?search=1,https://static-01.daraz.pk/original/d6305431b758640c7cdcb73697ff00b3.jpg_340x340q80.jpg_.webp,"Rs. 37,000",GR678HL12RM1CNAFAMZ-4591242,"In 1991, Gree set out to make the world a cooler place. To this end, we’ve become a global leader in air conditioners, developing some of the most advanced commercial and residential air conditioners in the world. Based in Zhuhai, China, we’re now the world’s largest specialized air conditioner company integrating R&D, manufacturing, sales and service. It’s our mission to innovate and create new ways to help people live well and stay comfortable no matter where they live, work or play. Today, we’ve developed some of the world’s most energy-efficient and technically advanced air conditioners. From the 2008 Beijing Olympic Games Media Village to the main stadium of the 2010 Africa World Cup, Gree is trusted to help people stay comfortable in the most extreme environments. Residentially, we’ve created wonders of technology that are just as contemporary, beautiful and efficient. Every day, over 100 million customers stay cool with Gree air conditioners.",Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 1 Ton Dc Inverter Heat & Cool R-410A Air Conditioner,www.daraz.pk/products/gree-1-ton-dc-inverter-heat-cool-r-410a-air-conditioner-i3202673-s12577722.html?search=1,https://static-01.daraz.pk/p/bf15f48bcf5011eedae018002c1e7958.jpg_340x340q80.jpg_.webp,"Rs. 55,000",GR678HL0ZL7LGNAFAMZ-3999399,N/A,Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GREE 1.5 Ton Wall Mounted Air Conditioner GS-18LM5L,www.daraz.pk/products/gree-15-ton-wall-mounted-air-conditioner-gs-18lm5l-i131728967-s1291766146.html?search=1,https://static-01.daraz.pk/p/d3da750c0947874854e6ebef5cc5dc43.jpg_340x340q80.jpg_.webp,"Rs. 65,875",131728967_PK-1291766146,"• Low Voltage Startup (LVS)

• Golden Fin Condenser

• Turbo Cooling

• Memory Function

• Intelligent Defrosting

• Multi Fan Speed

• Six Health Filters

• Magic Mirror

• Extra Cooling Performance

• Long Throw

• Rapid Cooling

• Durable",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-18LM5L
GS-18LM5L - 1.5 Tons AC - White - Brand Warranty,www.daraz.pk/products/gs-18lm5l-15-tons-ac-white-brand-warranty-i3203629-s12579129.html?search=1,https://static-01.daraz.pk/original/b29acfc461a91b132f91bd3ae71d6b5f.jpg_340x340q80.jpg_.webp,"Rs. 52,500",GR678HL0BZ7Z2NAFAMZ-2558222,"Description
Elegant White Glossy
Finish
Golden Fin Condenser
Six Health Filters
Powerful & Tropical
Compressor
I Feel
Hidden LED
Low Voltage Start up
4 Way Air Outlet
Multi Fan Speeds
Comfortable Sleeping
Modes
Memory Function
Intelligent Defrosting
Self Diagnosis
On Off Timer
Removable Washable
Panel
Integrated Design
U-Type Inner Groove Copper
Pipe
Efficient & Quiet Design
Turbo Cooling

Zoom
Specification
Technical
BTU Capacity	1.5 Ton(18000 BTU)
Compressor W	5300",Gree,1 x AC Unit (Indoor)1 x AC Unit (Outdoor)1 x Remote Control 1 x Warranty Card,No,No,3 Years Compressor & 1 Year Parts,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree G10 1 Ton Inverter GS-11CITH3F Split AC,www.daraz.pk/products/gree-g10-1-ton-inverter-gs-11cith3f-split-ac-i131723355-s1291749542.html?search=1,https://static-01.daraz.pk/p/b4d4d03f11b0d089ef734a0b3292ef72.jpg_340x340q80.jpg_.webp,"Rs. 60,743",131723355_PK-1291749542,"Turbo Cooling

BTU Capacity 11000 BTU Compressor W 3300 Low Voltage Startup 150V Eco Friendly Refrigerant R410A Energy Efficient Class A+ 60% Electricity saving BTU/H Capacity (Cooling) 13000 Output Capacity (Cooling) 3800 Power Input (W) (Cooling) 1400 BTU/H Capacity (Heating) 13650 Output Capacity (Heating) 4000 Power Input (W) (Heating) 1500

 

4 Way Air Outlet

 

3 Sleep Curves

 

High Reliability

 

Ultra High Frequency Control

 

Ceiling Cooling and Floor Heating System

 

Integrated Design

 

Dual Installation (Both sides option)

 

Auto Restart",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-11CITH3F
Gree Inverter Split Air Conditioner - GS-12CITH2G - 1 Ton - Grey,www.daraz.pk/products/gree-inverter-split-air-conditioner-gs-12cith2g-1-ton-grey-i1822332-s9758783.html?search=1,https://static-01.daraz.pk/original/d1ca06206f38d7d0fe75538c810634f2.jpg_340x340q80.jpg_.webp,"Rs. 56,999",GR678HL09LA50NAFAMZ-1678697,"Key Features
Brand Warranty
Auto Restart
Fire Proof Electric Box
High Temperature Resistence PCB
Turbo Cooling
4 Way Air Outle",Gree,1 x GS-12CITH2G - Inverter Split Air Conditioner - 1 Ton - Grey1 x Manual Book1 x Warranty Card,N/A,N/A,BRAND WARRANTY,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Split AC GS-18LM4-410LVS 1.5 Ton White,www.daraz.pk/products/gree-split-ac-gs-18lm4-410lvs-15-ton-white-i128262036-s1287211466.html?search=1,https://static-01.daraz.pk/original/f2bdf15f8c716eab6d5dd8c705a0c62f.jpg_340x340q80.jpg_.webp,"Rs. 61,000",128262036_PK-1287211466,"Elegant White Glossy Finish

Golden Fin Condenser
Poweful & Tropical Compressor

Brand: Gree


",Gree,1x Split AC GS-18LM4-410LVS 1.5 Ton White,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 1.5 Ton Dc Inverter Heat & Cool R-410A Air Conditioner,www.daraz.pk/products/gree-15-ton-dc-inverter-heat-cool-r-410a-air-conditioner-i3202672-s12577721.html?search=1,https://static-01.daraz.pk/p/bf15f48bcf5011eedae018002c1e7958.jpg_340x340q80.jpg_.webp,"Rs. 77,000",GR678HL0NOJHWNAFAMZ-3999397,N/A,Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GS-18UG3S - Inverter AC - 1.5 Ton - Silver,www.daraz.pk/products/gs-18ug3s-inverter-ac-15-ton-silver-i2176446-s10254207.html?search=1,https://static-01.daraz.pk/original/13ff52863dc1491fe49aeac569b297e8.jpg_340x340q80.jpg_.webp,"Rs. 63,999",GR678HL04X148NAFAMZ-1840529,"GS-18UG3S - Inverter AC - 1.5 Ton - Silver
Silver Ultra Slim U Shape Body
EER 3.25 (12000 & 18000 BTU)
High Density Filters
Golden Fin Condenser
Six Health Filters
Poweful & Tropical Compressor
I Feel
Magic Mirror
Low Voltage Start Up
Four way Air Outlet
Multi Fan Speeds
Comfortable Sleeping Modes
Memory Function
Automatic Drying Operation
Intelligent Deforsting
Self Diagnosis
On Off timer
Removable Washable Panel
Integrated Design
U-Type Inner Groove Copper Pipe
Efficient & Quiet Design
Turbo Cooling

 

Zoom
Specification
Technical
BTU Capacity	1.5 Ton(18000 BTU)
Compressor W	5300
EER 3.25	12000 & 18000 BTU",Gree,1 x Indoor Unit1 x Outdoor Unit1 x Warranty Card1 x User Manual1 x Remote 1 x Connecting pipe 10 feet,N/A,N/A,1 Year Parts & 3 Years Compressor Warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree - 1.5 Tons Ac - White - Brand Warranty,www.daraz.pk/products/gree-15-tons-ac-white-i130882495-s1290787011.html?search=1,https://static-01.daraz.pk/p/44c496d9409ab17c371c6ac5c20c3668.jpg_340x340q80.jpg_.webp,"Rs. 66,100",130882495_PK-1290787011,"Gree Air Conditioners: Ductless Innovation for Over 20 Years

At Gree, we deliver solutions born from the latest technology but with your comfort in mind. We believe it’s our combination of intensive R&D, passionate customer service and a commitment to doing the right thing as a global citizen that makes us stand out from the competition.

WHY GREE
Because delivering an efficient world should not only be attainable, but easy and affordable in doing so. Gree has manufactured HVAC products for many of the world’s most respected brands – for over 20 years – trusted to manufacture high quality products that push the limits of features and design. Using this experience, Gree is now creating products for its own brands and selling direct to its own customer base.

ONE IN THREE IS GREE
When in doubt, find strength in numbers – one of every three air conditioners in the world is made by Gree. More customers trust Gree than any other HVAC manufacturer in the world.

PROVEN QUALITY
We value reliability just as much as our customers. For that reason, our unparalleled testing, expansive vertical integration, and innovative manufacturing ensure superior products that simply work.

INVERTER TECHNOLOGY
The latest in Inverter driven compressor technology – up to 38 SEER, engineered to reduce up to 65% of your heating and cooling energy consumption, while sustaining high performance standards. Live comfortably while reducing your utility bills and environmental impact.

GS-18LM5L - Split AC - 1.5 Tons - White

Elegant White Glossy. Finish. Golden Fin Condenser. Six Health Filters. Powerful & Tropical. Compressor. I Feel. Hidden LED. Low Voltage Start up. 4 Way Air Outlet. Multi Fan Speeds. Comfortable Sleeping. Modes. Memory Function. Intelligent Defrosting. On Off Timer. Removable Washable. Panel. Integrated Design. U-Type Inner Groove Copper Pipe. Efficient & Quiet Design. Turbo Cooling.",Gree,1 x AC Unit (Indoor)1 x AC Unit (Outdoor)1 x Remote Control1 x Warranty Card,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gs-18Lm5L
Gree 2 Ton Cool Only R-22 Air Conditioner-White,www.daraz.pk/products/gree-2-ton-cool-only-r-22-air-conditioner-white-i1894508-s9851476.html?search=1,https://static-01.daraz.pk/original/67474573e6422269374d1beaac7a6553.jpg_340x340q80.jpg_.webp,"Rs. 64,500",GR678HL0VN18CNAFAMZ-4701317,"In 1991, Gree set out to make the world a cooler place. To this end, we’ve become a global leader in air conditioners, developing some of the most advanced commercial and residential air conditioners in the world. Based in Zhuhai, China, we’re now the world’s largest specialized air conditioner company integrating R&D, manufacturing, sales and service. It’s our mission to innovate and create new ways to help people live well and stay comfortable no matter where they live, work or play. Today, we’ve developed some of the world’s most energy-efficient and technically advanced air conditioners. From the 2008 Beijing Olympic Games Media Village to the main stadium of the 2010 Africa World Cup, Gree is trusted to help people stay comfortable in the most extreme environments. Residentially, we’ve created wonders of technology that are just as contemporary, beautiful and efficient. Every day, over 100 million customers stay cool with Gree air conditioners.",Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree GS-12CITH12G - Inverter Split Air Conditioner - 1 Ton - Grey,www.daraz.pk/products/gree-gs-12cith12g-inverter-split-air-conditioner-1-ton-grey-i3203623-s12579123.html?search=1,https://static-01.daraz.pk/original/f44c6ed3f4cdd0b0f5b9245c1a7401ac.jpg_340x340q80.jpg_.webp,"Rs. 56,500",GR678HL153BGENAFAMZ-2558216,"Superior Cooling
Gree Air Conditioners have the best capability to cool the entire room in a minute. The highly efficient power compressor of Split Air Conditioner having 1 Ton - GS-12CITH2G gives the best cooling even on the hottest of days even if it is 52 degrees outside, you will remain cool. It has all the features you need to have to maintain a cool environment throughout. The mechanism and body of this split air conditioner is highly durable, you install it once and it won’t let you down. You can avail this product from Daraz.pk at the best price.

Specifications:
Latest Powerful G-10 Inverter
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Tempreture Control
Faster Cooling And Heating
Wide Frequency Precise Control
Ultra Low Noise Control
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both sides option)
Auto Restart
Fire Proof Electric Box
High Temperature Resistence PCB
Turbo Cooling
4 Way Air Outlet
3 Sleep Curves
Double Layer Condenser
BTU Capacity
12000 BTU
Compressor W
3517
Low Voltage Startup
150V
Eco Friendly Refrigerant
R410A
Energy Efficient Class A+
60% Electricity saving
Auto Voltage Adaptation",Gree,"1 x GS-12CITH2G - Inverter Split Air Conditioner - 1 Ton - Grey, 1 x Manual Book, 1 x Warranty Card",N/A,N/A,3 Years Compressor & 1 Year Parts,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 1.5 Ton Dc Inverter Heat & Cool R-410A Air Conditioner-Black,www.daraz.pk/products/gree-15-ton-dc-inverter-heat-cool-r-410a-air-conditioner-black-i1894504-s9851472.html?search=1,https://static-01.daraz.pk/original/b242f74759346c44b0d7a5b0df5bfbde.jpg_340x340q80.jpg_.webp,"Rs. 77,000",GR678HL10ZXOCNAFAMZ-4701308,"In 1991, Gree set out to make the world a cooler place. To this end, we’ve become a global leader in air conditioners, developing some of the most advanced commercial and residential air conditioners in the world. Based in Zhuhai, China, we’re now the world’s largest specialized air conditioner company integrating R&D, manufacturing, sales and service. It’s our mission to innovate and create new ways to help people live well and stay comfortable no matter where they live, work or play. Today, we’ve developed some of the world’s most energy-efficient and technically advanced air conditioners. From the 2008 Beijing Olympic Games Media Village to the main stadium of the 2010 Africa World Cup, Gree is trusted to help people stay comfortable in the most extreme environments. Residentially, we’ve created wonders of technology that are just as contemporary, beautiful and efficient. Every day, over 100 million customers stay cool with Gree air conditioners.",Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Floor Standing Air Conditioner Heat & Cool 2.0 Ton (GF-24CDH),www.daraz.pk/products/gree-floor-standing-air-conditioner-heat-cool-20-ton-gf-24cdh-i131721436-s1291749437.html?search=1,https://static-01.daraz.pk/p/cd1bd96f943d0e5ad18f8baf4970d690.jpg_340x340q80.jpg_.webp,"Rs. 148,717",131721436_PK-1291749437,"• Powerful Compressor

• Six Health Filters

• Magic Mirror

• Low Voltage Start up

• Overlong/3D Air Flow

• Multi Fan Speeds

• Comfortable Sleeping Mode

• Memory Function

• Automatic Drying Operation

• Self Diagnosis

• On Off Timer

• Big Outdoor Unit with High Efficiency

• U-Type Inner Groove Copper Pipe

• Efficient & Quiet Design

 

Heat & Cool Features

Auxiliary Heating

Cold Air Prevention

Low Temperature Startup

 

Specifications:

BTU Capacity

	

2 Ton(24000 BTU)




Compressor W

	

7034

 

 

Warranty:

1 Year Parts

3 Years Compressor",Gree,1xAIr Conditioner1xWarranty Card1xManual,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GF-24CDH
